"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Machinery","60 to 64","Indiana","2023","--","431,937","--","--","--"
"Machinery","60 to 64","Indiana","2022","--","434,395","--","--","--"
"Machinery","60 to 64","Indiana","2021","--","435,810","--","--","--"
"Machinery","60 to 64","Indiana","2020","--","432,916","--","--","--"
"Machinery","60 to 64","Indiana","2019","--","426,048","--","--","--"
"Machinery","60 to 64","Indiana","2018","--","422,111","--","--","--"
"Machinery","60 to 64","Iowa","2023","--","208,033","--","--","--"
"Machinery","60 to 64","Iowa","2022","--","209,621","--","--","--"
"Machinery","60 to 64","Iowa","2021","--","210,304","--","--","--"
"Machinery","60 to 64","Iowa","2020","--","208,708","--","--","--"
"Machinery","60 to 64","Iowa","2018","--","203,513","--","--","--"
"Machinery","60 to 64","Kansas","2021","--","185,379","--","--","--"
"Machinery","60 to 64","Kansas","2020","--","184,834","--","--","--"
"Machinery","60 to 64","Kansas","2019","--","182,627","--","--","--"
"Machinery","60 to 64","Kentucky","2022","--","295,494","--","--","--"
"Machinery","60 to 64","Kentucky","2021","--","296,243","--","--","--"
"Machinery","60 to 64","Kentucky","2020","--","295,033","--","--","--"
"Machinery","60 to 64","Kentucky","2019","--","291,078","--","--","--"
"Machinery","60 to 64","Kentucky","2018","--","289,154","--","--","--"
"Machinery","60 to 64","Louisiana","2023","--","291,290","--","--","--"
"Machinery","60 to 64","Louisiana","2019","--","296,654","--","--","--"
"Machinery","60 to 64","Maine","2019","--","105,666","--","--","--"
"Machinery","60 to 64","Maryland","2021","--","404,654","--","--","--"
"Machinery","60 to 64","Maryland","2019","--","387,062","--","--","--"
"Machinery","60 to 64","Massachusetts","2023","--","473,861","--","--","--"
"Machinery","60 to 64","Massachusetts","2019","--","452,116","--","--","--"
"Machinery","60 to 64","Michigan","2023","--","690,061","--","--","--"
"Machinery","60 to 64","Michigan","2022","--","697,332","--","--","--"
"Machinery","60 to 64","Michigan","2021","--","703,444","--","--","--"
"Machinery","60 to 64","Michigan","2020","--","702,186","--","--","--"
"Machinery","60 to 64","Michigan","2019","--","691,090","--","--","--"
"Machinery","60 to 64","Michigan","2018","--","686,432","--","--","--"
"Machinery","60 to 64","Minnesota","2022","--","380,655","--","--","--"
"Machinery","60 to 64","Minnesota","2021","--","380,339","--","--","--"
"Machinery","60 to 64","Minnesota","2020","--","375,325","--","--","--"
"Machinery","60 to 64","Minnesota","2018","--","359,507","--","--","--"
"Machinery","60 to 64","Mississippi","2022","--","188,863","--","--","--"
"Machinery","60 to 64","Mississippi","2020","--","188,965","--","--","--"
"Machinery","60 to 64","Mississippi","2018","--","187,107","--","--","--"
"Machinery","60 to 64","Missouri","2023","--","414,338","--","--","--"
"Machinery","60 to 64","Missouri","2022","--","415,472","--","--","--"
"Machinery","60 to 64","Missouri","2021","--","415,360","--","--","--"
"Machinery","60 to 64","Missouri","2020","--","410,298","--","--","--"
"Machinery","60 to 64","Missouri","2019","--","404,070","--","--","--"
"Machinery","60 to 64","Montana","2021","--","78,766","--","--","--"
"Machinery","60 to 64","Nebraska","2022","--","121,898","--","--","--"
"Machinery","60 to 64","Nebraska","2021","--","122,174","--","--","--"
"Machinery","60 to 64","Nebraska","2019","--","118,678","--","--","--"
"Machinery","60 to 64","Nebraska","2018","--","117,443","--","--","--"
"Machinery","60 to 64","New Hampshire","2018","--","101,599","--","--","--"
"Machinery","60 to 64","New Jersey","2022","--","622,287","--","--","--"
"Machinery","60 to 64","New Jersey","2020","--","615,271","--","--","--"
"Machinery","60 to 64","New Jersey","2019","--","581,090","--","--","--"
"Machinery","60 to 64","New Mexico","2022","--","138,613","--","--","--"
"Machinery","60 to 64","New Mexico","2019","--","135,158","--","--","--"
"Machinery","60 to 64","New York","2023","--","1,303,797","--","--","--"
"Machinery","60 to 64","New York","2022","--","1,311,143","--","--","--"
"Machinery","60 to 64","New York","2021","--","1,318,049","--","--","--"
"Machinery","60 to 64","New York","2020","--","1,314,672","--","--","--"
"Machinery","60 to 64","New York","2018","--","1,235,223","--","--","--"
"Machinery","60 to 64","North Carolina","2023","--","689,254","--","--","--"
"Machinery","60 to 64","North Carolina","2022","--","681,233","--","--","--"
"Machinery","60 to 64","North Carolina","2021","--","672,192","--","--","--"
"Machinery","60 to 64","North Carolina","2020","--","659,991","--","--","--"
"Machinery","60 to 64","North Dakota","2019","--","46,673","--","--","--"
"Machinery","60 to 64","North Dakota","2018","--","46,276","--","--","--"
"Machinery","60 to 64","Ohio","2023","--","784,325","--","--","--"
"Machinery","60 to 64","Ohio","2022","--","796,288","--","--","--"
"Machinery","60 to 64","Ohio","2021","--","806,936","--","--","--"
"Machinery","60 to 64","Ohio","2020","--","807,370","--","--","--"
"Machinery","60 to 64","Ohio","2019","--","796,149","--","--","--"
"Machinery","60 to 64","Ohio","2018","--","789,493","--","--","--"
"Machinery","60 to 64","Oklahoma","2022","--","244,948","--","--","--"
"Machinery","60 to 64","Oklahoma","2018","--","238,359","--","--","--"
"Machinery","60 to 64","Oregon","2023","--","261,122","--","--","--"
"Machinery","60 to 64","Oregon","2021","--","271,143","--","--","--"
"Machinery","60 to 64","Oregon","2020","--","272,499","--","--","--"
"Machinery","60 to 64","Oregon","2019","--","272,434","--","--","--"
"Machinery","60 to 64","Oregon","2018","--","274,596","--","--","--"
"Machinery","60 to 64","Pennsylvania","2022","--","907,289","--","--","--"
"Machinery","60 to 64","Pennsylvania","2021","--","918,102","--","--","--"
"Machinery","60 to 64","Pennsylvania","2020","--","917,933","--","--","--"
"Machinery","60 to 64","Pennsylvania","2019","--","895,409","--","--","--"
"Machinery","60 to 64","Pennsylvania","2018","--","888,718","--","--","--"
"Machinery","60 to 64","Rhode Island","2021","--","76,973","--","--","--"
"Machinery","60 to 64","South Carolina","2021","--","347,128","--","--","--"
"Machinery","60 to 64","South Carolina","2020","--","339,524","--","--","--"
"Machinery","60 to 64","South Dakota","2020","--","59,842","--","--","--"
"Machinery","60 to 64","Tennessee","2023","--","455,583","--","--","--"
"Machinery","60 to 64","Tennessee","2022","--","451,373","--","--","--"
"Machinery","60 to 64","Tennessee","2021","--","447,303","--","--","--"
"Machinery","60 to 64","Tennessee","2020","--","441,742","--","--","--"
"Machinery","60 to 64","Tennessee","2019","--","434,110","--","--","--"
"Machinery","60 to 64","Tennessee","2018","--","429,339","--","--","--"
"Machinery","60 to 64","Texas","2023","--","1,652,778","--","--","--"
"Machinery","60 to 64","Texas","2022","--","1,635,250","--","--","--"
"Machinery","60 to 64","Texas","2021","12**","1,614,897","0.74**","--","30"
"Machinery","60 to 64","Texas","2020","--","1,588,392","--","--","--"
"Machinery","60 to 64","Texas","2019","--","1,549,940","--","--","--"
"Machinery","60 to 64","Texas","2018","--","1,515,948","--","--","--"
"Machinery","60 to 64","Utah","2018","--","144,790","--","--","--"
"Machinery","60 to 64","Vermont","2021","--","49,910","--","--","--"
"Machinery","60 to 64","Vermont","2020","--","49,572","--","--","--"
"Machinery","60 to 64","Virginia","2022","--","550,027","--","--","--"
"Machinery","60 to 64","Virginia","2021","--","547,387","--","--","--"
"Machinery","60 to 64","Washington","2021","--","478,437","--","--","--"
"Machinery","60 to 64","Washington","2020","--","476,894","--","--","--"
"Machinery","60 to 64","Washington","2018","--","469,035","--","--","--"
"Machinery","60 to 64","West Virginia","2023","--","120,821","--","--","--"
"Machinery","60 to 64","West Virginia","2022","--","123,733","--","--","--"
"Machinery","60 to 64","West Virginia","2021","--","127,073","--","--","--"
"Machinery","60 to 64","West Virginia","2020","--","128,633","--","--","--"
"Machinery","60 to 64","West Virginia","2018","--","130,457","--","--","--"
"Machinery","60 to 64","Wisconsin","2023","--","418,099","--","--","--"
"Machinery","60 to 64","Wisconsin","2022","--","419,281","--","--","--"
"Machinery","60 to 64","Wisconsin","2021","--","418,132","--","--","--"
"Machinery","60 to 64","Wisconsin","2020","--","411,920","--","--","--"
"Machinery","60 to 64","Wyoming","2023","--","39,132","--","--","--"
"Machinery","65 to 69","Alabama","2023","--","304,490","--","--","--"
"Machinery","65 to 69","Alabama","2022","--","298,602","--","--","--"
"Machinery","65 to 69","Alabama","2021","--","292,124","--","--","--"
"Machinery","65 to 69","Alabama","2020","--","286,808","--","--","--"
"Machinery","65 to 69","Alabama","2019","--","275,993","--","--","--"
"Machinery","65 to 69","Alabama","2018","--","270,942","--","--","--"
"Machinery","65 to 69","Alaska","2019","--","36,326","--","--","--"
"Machinery","65 to 69","Arizona","2023","--","429,873","--","--","--"
"Machinery","65 to 69","Arizona","2021","--","412,755","--","--","--"
"Machinery","65 to 69","Arkansas","2022","--","172,726","--","--","--"
"Machinery","65 to 69","Arkansas","2020","--","166,812","--","--","--"
"Machinery","65 to 69","Arkansas","2019","--","164,810","--","--","--"
"Machinery","65 to 69","Arkansas","2018","--","162,247","--","--","--"
"Machinery","65 to 69","California","2023","--","2,029,075","--","--","--"
"Machinery","65 to 69","California","2022","--","1,995,631","--","--","--"
"Machinery","65 to 69","California","2020","--","1,930,635","--","--","--"
"Machinery","65 to 69","California","2019","--","1,881,969","--","--","--"
"Machinery","65 to 69","California","2018","--","1,843,661","--","--","--"
"Machinery","65 to 69","Colorado","2019","--","296,415","--","--","--"
"Machinery","65 to 69","Colorado","2018","--","288,064","--","--","--"
"Machinery","65 to 69","Connecticut","2022","--","215,593","--","--","--"
"Machinery","65 to 69","Connecticut","2020","--","203,494","--","--","--"
"Machinery","65 to 69","Delaware","2022","--","70,360","--","--","--"
"Machinery","65 to 69","Florida","2023","--","1,432,282","--","--","--"
"Machinery","65 to 69","Florida","2022","--","1,395,240","--","--","--"
"Machinery","65 to 69","Florida","2020","--","1,320,472","--","--","--"
"Machinery","65 to 69","Florida","2019","--","1,291,366","--","--","--"
"Machinery","65 to 69","Florida","2018","--","1,264,065","--","--","--"
"Machinery","65 to 69","Georgia","2023","--","568,137","--","--","--"
"Machinery","65 to 69","Georgia","2022","--","553,155","--","--","--"
"Machinery","65 to 69","Georgia","2021","--","537,875","--","--","--"
"Machinery","65 to 69","Georgia","2020","--","525,072","--","--","--"
"Machinery","65 to 69","Georgia","2019","--","511,765","--","--","--"
"Machinery","65 to 69","Georgia","2018","--","500,781","--","--","--"
"Machinery","65 to 69","Idaho","2019","--","97,969","--","--","--"
"Machinery","65 to 69","Idaho","2018","--","94,443","--","--","--"
"Machinery","65 to 69","Illinois","2023","--","719,718","--","--","--"
"Machinery","65 to 69","Illinois","2022","--","706,999","--","--","--"
"Machinery","65 to 69","Illinois","2021","--","696,199","--","--","--"
"Machinery","65 to 69","Illinois","2020","--","684,795","--","--","--"
"Machinery","65 to 69","Illinois","2018","--","648,701","--","--","--"
"Machinery","65 to 69","Indiana","2023","--","391,374","--","--","--"
"Machinery","65 to 69","Indiana","2022","--","383,810","--","--","--"
"Machinery","65 to 69","Indiana","2021","--","376,141","--","--","--"
"Machinery","65 to 69","Indiana","2020","--","368,513","--","--","--"
"Machinery","65 to 69","Indiana","2018","--","350,324","--","--","--"
"Machinery","65 to 69","Iowa","2023","--","190,425","--","--","--"
"Machinery","65 to 69","Iowa","2022","--","187,595","--","--","--"
"Machinery","65 to 69","Iowa","2020","--","182,475","--","--","--"
"Machinery","65 to 69","Iowa","2019","--","176,802","--","--","--"
"Machinery","65 to 69","Iowa","2018","--","172,543","--","--","--"
"Machinery","65 to 69","Kansas","2023","--","168,095","--","--","--"
"Machinery","65 to 69","Kansas","2018","--","150,089","--","--","--"
"Machinery","65 to 69","Kentucky","2023","--","267,508","--","--","--"
"Machinery","65 to 69","Kentucky","2021","--","259,081","--","--","--"
"Machinery","65 to 69","Kentucky","2020","--","255,423","--","--","--"
"Machinery","65 to 69","Kentucky","2019","--","248,871","--","--","--"
"Machinery","65 to 69","Louisiana","2022","--","262,955","--","--","--"
"Machinery","65 to 69","Louisiana","2021","--","258,658","--","--","--"
"Machinery","65 to 69","Louisiana","2020","--","254,238","--","--","--"
"Machinery","65 to 69","Louisiana","2019","--","249,240","--","--","--"
"Machinery","65 to 69","Maryland","2023","--","347,164","--","--","--"
"Machinery","65 to 69","Massachusetts","2020","--","391,011","--","--","--"
"Machinery","65 to 69","Michigan","2023","--","640,364","--","--","--"
"Machinery","65 to 69","Michigan","2021","--","616,460","--","--","--"
"Machinery","65 to 69","Michigan","2020","--","604,917","--","--","--"
"Machinery","65 to 69","Michigan","2019","--","584,655","--","--","--"
"Machinery","65 to 69","Michigan","2018","--","572,015","--","--","--"
"Machinery","65 to 69","Minnesota","2023","--","335,304","--","--","--"
"Machinery","65 to 69","Minnesota","2022","--","327,951","--","--","--"
"Machinery","65 to 69","Minnesota","2019","--","303,532","--","--","--"
"Machinery","65 to 69","Minnesota","2018","--","294,669","--","--","--"
"Machinery","65 to 69","Mississippi","2023","--","170,986","--","--","--"
"Machinery","65 to 69","Mississippi","2022","--","168,339","--","--","--"
"Machinery","65 to 69","Mississippi","2020","--","163,334","--","--","--"
"Machinery","65 to 69","Mississippi","2019","--","160,537","--","--","--"
"Machinery","65 to 69","Mississippi","2018","--","157,441","--","--","--"
"Machinery","65 to 69","Missouri","2023","--","371,903","--","--","--"
"Machinery","65 to 69","Missouri","2022","--","363,387","--","--","--"
"Machinery","65 to 69","Missouri","2021","--","354,862","--","--","--"
"Machinery","65 to 69","Missouri","2020","--","347,375","--","--","--"
"Machinery","65 to 69","Missouri","2019","--","339,736","--","--","--"
"Machinery","65 to 69","Montana","2022","--","75,583","--","--","--"
"Machinery","65 to 69","Montana","2021","--","74,450","--","--","--"
"Machinery","65 to 69","Montana","2020","--","72,762","--","--","--"
"Machinery","65 to 69","Montana","2019","--","70,496","--","--","--"
"Machinery","65 to 69","Montana","2018","--","68,595","--","--","--"
"Machinery","65 to 69","Nebraska","2022","--","108,577","--","--","--"
"Machinery","65 to 69","Nebraska","2020","--","104,840","--","--","--"
"Machinery","65 to 69","Nevada","2022","--","177,638","--","--","--"
"Machinery","65 to 69","Nevada","2020","--","169,999","--","--","--"
"Machinery","65 to 69","Nevada","2019","--","164,427","--","--","--"
"Machinery","65 to 69","New Jersey","2019","--","461,753","--","--","--"
"Machinery","65 to 69","New York","2023","--","1,151,402","--","--","--"
"Machinery","65 to 69","New York","2022","--","1,129,766","--","--","--"
"Machinery","65 to 69","New York","2018","--","1,019,842","--","--","--"
